row_name	Sample_126043	Sample_126044	Sample_126045	Sample_126046	Sample_126048	Sample_126049	Sample_126050	Sample_126051	Sample_126052	Sample_126053	Sample_126054	Sample_126055	Sample_126056	Sample_126057	Sample_126058	Sample_126059	Sample_126065	Sample_126066	Sample_126067	Sample_126068	Sample_126069	Sample_126070	Sample_127119	Sample_127120	Sample_127121
ENSRNOG00000001580	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSRNOG00000001578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
ENSRNOG00000001577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000055150	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1	0
ENSRNOG00000001572	4	6	1	0	1	2	0	13	8	4	4	1	2	9	1	0	1	10	22	9	14	13	13	16	13
ENSRNOG00000001559	289	244	239	187	219	146	53	556	573	353	369	290	289	753	162	147	35	636	813	798	593	851	911	861	675
ENSRNOG00000051523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSRNOG00000052074	2	1	0	0	0	1	0	2	1	1	3	0	0	1	1	0	0	1	3	0	3	7	1	1	1
ENSRNOG00000058977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSRNOG00000052968	24	28	13	14	16	10	3	36	39	44	24	23	22	46	16	6	3	61	134	50	97	149	83	74	95
ENSRNOG00000001548	430	481	205	210	165	132	55	820	442	379	399	423	469	791	205	152	29	941	1019	554	817	896	1038	766	794
ENSRNOG00000057884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001547	558	520	299	255	209	141	64	850	600	441	473	483	474	872	252	169	42	1165	1189	713	968	958	853	723	801
ENSRNOG00000059460	301	331	210	182	145	105	47	593	466	273	365	334	291	617	154	109	27	773	852	638	665	791	704	631	577
ENSRNOG00000052519	28	26	20	19	11	13	5	45	37	32	27	26	31	47	12	11	4	69	66	48	60	87	76	57	51
ENSRNOG00000024457	83	81	70	66	74	48	29	214	82	115	88	107	82	187	69	40	5	269	396	184	254	344	371	284	263
ENSRNOG00000052791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010595	452	385	316	272	223	173	66	744	600	472	484	405	434	888	220	142	43	976	1378	853	1015	1275	1295	1188	931
ENSRNOG00000010812	2094	1864	1272	1134	827	709	293	2971	2766	2158	2051	2102	1969	3640	1132	710	207	4283	4201	3770	3488	3924	4476	3882	3791
ENSRNOG00000011195	325	317	199	220	198	127	57	670	457	340	318	333	284	655	157	160	24	663	963	594	692	828	1096	940	721
ENSRNOG00000038165	0	0	0	1	1	0	2	2	0	1	0	1	0	1	0	0	0	1	3	3	0	2	1	1	2
ENSRNOG00000050734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000011758	68	76	30	25	23	21	8	88	63	51	57	53	74	113	41	24	5	141	144	101	86	157	161	171	88
ENSRNOG00000011830	753	612	401	384	298	245	103	1153	953	836	740	666	678	1223	338	239	79	1322	1827	1321	1441	1627	1960	1543	1352
ENSRNOG00000023227	5	1	0	4	1	3	0	3	7	3	6	3	1	4	2	3	0	9	18	4	6	10	13	6	6
ENSRNOG00000022637	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0	1	1	0	0	0
ENSRNOG00000012580	435	967	278	287	299	124	88	1911	732	412	942	720	946	1421	268	351	97	2089	2383	786	1552	2087	1009	761	817
ENSRNOG00000061162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000012603	659	623	411	357	278	163	88	840	789	572	542	560	606	1065	315	186	49	1213	1152	1097	1052	1051	1176	721	1052
ENSRNOG00000058044	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000053470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000031935	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	1
ENSRNOG00000019065	1037	1006	629	590	372	377	118	1478	1310	1186	928	1151	894	1677	631	429	94	2376	2418	1934	2112	2204	2770	2403	2084
ENSRNOG00000042321	122	103	55	75	27	38	6	180	115	110	100	119	100	162	56	43	8	230	220	182	168	186	194	202	151
ENSRNOG00000012651	234	225	116	106	69	62	39	337	241	173	170	208	204	349	109	69	29	508	504	301	384	438	555	534	404
ENSRNOG00000054867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000038050	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	1	0	0	1
ENSRNOG00000004544	1125	864	820	759	626	494	222	2040	1698	1278	1299	1062	1021	2596	594	444	110	2339	3016	2521	2411	3073	3335	3132	2635
ENSRNOG00000051580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000034920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004861	152	150	79	114	71	58	24	258	228	149	205	155	176	362	73	42	25	269	283	293	236	213	215	157	190
ENSRNOG00000030212	24	7	16	9	5	6	1	37	19	15	20	25	12	49	6	3	2	47	40	34	36	65	41	44	28
ENSRNOG00000055689	5	4	1	1	1	0	1	1	0	0	2	0	7	3	2	1	0	13	0	1	4	0	2	8	0
ENSRNOG00000060959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
ENSRNOG00000060951	8	12	3	4	1	1	1	5	11	9	7	3	7	13	8	2	0	10	21	18	14	10	16	16	12
ENSRNOG00000005609	962	713	411	328	285	175	76	1130	788	616	817	714	891	1134	445	192	74	1675	1623	1202	1190	1935	1548	1367	1076
ENSRNOG00000005865	1032	955	481	487	432	298	122	1773	1080	837	916	859	902	1735	513	396	89	2037	2323	1344	1965	1980	2152	1644	1953
ENSRNOG00000024990	9	6	4	7	7	3	1	9	16	9	14	13	18	15	7	4	1	27	19	18	14	61	14	18	13
ENSRNOG00000054212	1681	1536	1012	1065	663	787	269	2257	2333	1376	1465	1725	1598	3329	949	607	108	3170	2889	3277	2416	2238	3229	2775	3372
ENSRNOG00000057160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006803	2927	2689	1979	1802	1352	1146	420	4635	4239	2512	3065	2808	2370	5419	1565	981	291	5928	5801	5830	4780	5477	6066	5062	4866
ENSRNOG00000007765	678	332	381	207	200	153	74	689	483	437	386	365	463	1140	285	183	58	698	984	848	712	1005	1987	1399	1306
ENSRNOG00000056573	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0
ENSRNOG00000007518	15913	14201	9229	7982	6922	5041	2059	22528	19424	10125	14838	14584	13515	26282	7786	4679	1469	32575	24595	26553	19576	20282	22185	23058	19504
ENSRNOG00000059232	0	0	0	0	1	0	0	2	0	1	1	2	0	2	0	0	0	6	1	1	0	2	0	0	1
ENSRNOG00000008868	260	211	153	175	98	105	38	337	293	230	244	207	187	437	98	60	15	607	679	422	620	655	508	493	470
ENSRNOG00000009290	311	245	194	156	116	95	47	418	359	247	244	210	213	534	116	77	27	476	693	486	513	580	556	605	503
ENSRNOG00000053741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000060480	0	2	0	4	0	2	0	4	2	9	1	3	0	3	0	2	0	2	9	4	5	5	4	6	7
ENSRNOG00000060563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038004	937	956	448	351	303	219	101	1078	757	533	627	692	758	1294	549	278	77	2080	1548	1123	1005	1208	908	1059	673
ENSRNOG00000047487	2	2	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0
ENSRNOG00000056417	2	3	0	5	2	1	0	4	2	2	1	1	3	1	0	2	1	3	5	4	3	1	3	3	1
ENSRNOG00000051199	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000055388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005256	675	581	376	329	222	189	77	946	763	480	629	596	570	995	339	250	58	1279	1020	1097	815	1029	1117	1241	829
ENSRNOG00000053273	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	1	0	0	0	0	1	0
ENSRNOG00000060414	7	10	5	3	2	2	2	14	4	9	6	7	5	20	2	3	1	41	21	12	19	14	22	31	15
ENSRNOG00000004912	1036	1209	626	550	458	317	122	1962	1282	960	975	1057	1093	1752	524	380	92	2573	2737	1384	2449	2452	2207	1382	2210
ENSRNOG00000004783	5087	4747	2396	2263	1851	1425	646	7024	5395	3840	4052	4574	4456	7823	2452	1451	447	10345	9133	7410	7508	7850	9672	7689	8209
ENSRNOG00000032579	31	32	16	18	12	11	5	67	36	29	29	34	34	47	11	4	3	60	43	44	51	53	66	53	49
ENSRNOG00000029652	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	2	1	0	1	2	3	2
ENSRNOG00000060342	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054695	410	391	195	184	162	102	37	641	458	189	342	370	387	651	199	143	43	768	439	575	391	433	525	492	492
ENSRNOG00000005039	476	405	186	240	210	177	61	803	573	317	459	436	385	711	240	177	50	886	859	847	636	745	905	935	531
ENSRNOG00000060062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030790	2384	2173	1318	1096	949	709	279	3720	2538	2032	2154	1934	1821	3653	1084	836	201	5362	5596	3516	5094	5611	4945	4199	3763
ENSRNOG00000043106	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1
ENSRNOG00000054563	63	54	90	57	63	50	16	158	133	119	98	77	64	214	30	26	5	101	295	236	242	318	373	264	213
ENSRNOG00000005308	1661	1543	1401	1149	951	807	283	2751	2823	2253	2008	1620	1449	3447	983	677	187	3233	5078	3913	4070	5116	6244	4281	4374
ENSRNOG00000006050	581	467	411	319	258	226	93	902	764	535	595	503	485	1016	306	244	44	1124	1254	1024	970	1190	1448	1243	1039
ENSRNOG00000006832	1161	1067	710	618	474	437	166	1838	1447	1423	1133	1101	1030	1963	653	483	128	2542	3229	2098	2606	3041	3214	2313	2181
ENSRNOG00000007416	80	54	86	63	68	60	20	177	166	134	99	91	81	241	53	46	12	191	377	210	296	321	377	259	281
ENSRNOG00000060130	551	434	371	289	319	204	110	979	782	691	689	515	540	1050	274	239	68	1255	1695	1362	1559	1880	2319	2102	1506
ENSRNOG00000035570	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000045557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007457	279	279	135	78	99	53	26	616	222	189	244	263	358	460	121	111	20	584	701	282	710	690	903	496	373
ENSRNOG00000030467	25	45	24	24	14	10	12	65	50	38	45	50	34	78	14	15	4	79	131	78	93	106	165	104	76
ENSRNOG00000007516	0	0	0	2	0	0	0	1	1	1	1	0	0	2	0	0	0	0	5	0	1	0	2	0	0
ENSRNOG00000007883	230	226	190	202	143	103	50	432	351	306	303	258	190	462	135	90	22	399	744	528	589	753	959	701	583
ENSRNOG00000008243	7	5	2	3	4	1	0	3	7	3	1	3	5	3	0	3	1	7	9	1	11	8	10	7	6
ENSRNOG00000021513	782	546	556	419	383	354	134	1116	1267	1420	945	895	683	1406	399	226	76	1486	2886	1630	2328	3250	3108	2429	2361
ENSRNOG00000061768	74	76	59	42	37	27	8	117	76	94	79	80	84	169	35	25	11	210	252	124	210	239	242	184	196
ENSRNOG00000008394	2	5	0	0	0	1	0	1	4	2	4	0	0	0	0	3	0	1	23	6	6	25	14	6	8
ENSRNOG00000037908	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000059430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSRNOG00000008552	38	40	34	30	18	12	6	65	54	51	57	44	31	93	13	11	6	83	110	98	102	128	120	84	76
ENSRNOG00000008825	2118	1886	1326	993	921	698	320	3300	2595	2355	2004	1791	1940	3517	959	683	159	4318	5624	3629	4608	5379	5981	5138	4287
ENSRNOG00000009195	2888	2299	2046	1513	1430	1031	447	4725	3987	3663	3403	2760	2486	4881	1407	992	295	5943	8547	5551	7170	8505	7839	6758	5198
ENSRNOG00000009227	159	90	86	59	63	27	12	280	141	52	137	123	108	193	72	70	15	200	213	175	162	302	330	162	92
ENSRNOG00000028266	326	219	192	137	137	66	39	450	348	204	323	200	358	371	152	105	31	431	868	490	566	2194	657	406	464
ENSRNOG00000032273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000034115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009399	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031426	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060058	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000034047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
